367	piracy	What modern instances have there been of old fashioned piracy, the boarding or taking control of boats? Documents discussing piracy on any body of water are relevant. Documents discussing the legal taking of ships or their contents by a national authority are non-relevant. Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.	What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?  Documents discussing piracy on any body of water are relevant.	T
372	Native American casino 	Identify documents that discuss the growth of Native American casino gambling.Relevant documents include discussions regarding Native American casino gambling: its social implications, effects on local and Native American economies, and legal aspects related to Native American tribal autonomy.	Relevant document discuss the growth, social implications, effect on the economy, or legal aspects of Native American casino gambling.	T
375	hydrogen energy	What is the status of research on hydrogen as a feasible energy source? A relevant document will describe progress in research on controlled hydrogen fusion or the use of hydrogen as fuel to power engines.	A relevant document will describe progress in research on controlled hydrogen fusion or the use of hydrogen as fuel to power engines.	T
378	euro opposition	Identify documents that discuss opposition to the use of the euro, the European currency. A relevant document should include the countries or individuals who oppose the use of the euro and the reason(s) for their opposition to its use. 	Identify documents that discuss opposition to the use or adoption of the euro, the European currency.	T
379	mainstreaming	A relevant document will include the pros and cons of mainstreaming children with physical or mental impairments, the benefits to the impaired child, as well as the attitude, beliefs and concerns of teachers and school administrators with regard to taking time away from the "normal children". 	Mainstreaming is when a child student, with special development needs, is integrated into a classroom with children without such needs.  A relevant document will include the pros and cons of mainstreaming children with physical or mental impairments, the benefits to the impaired child, as well as the attitude, beliefs and concerns of teachers and school administrators with regard to taking time away from the other children.	T
389	illegal technology transfer	What specific entities have been accused of illegal technology transfer such as: selling their products, formulas, etc. directly or indirectly to foreign entities for other than peaceful purposes? To be relevant, a selected document must specifically identify a person, company, or governmental entity which provided articles useful for hostile purposes to entities outside of their own country and such provision violated the laws of the provider's country.	A relevant document will include specific people, organizations, companies, or governments that have been accused of illegal technology transfer such as: selling their products, formulas, etc. directly or indirectly to foreign entities for other than peaceful purposes.	T
393	mercy killing	Identify documents that discuss mercy killings (euthanasia). All individual cases of mercy killing are relevant, except that "letters to the editor" mentioning cases are not relevant. The removal of life support systems is relevant. A general mention or description of a case without specifics, such as victim's name are not relevant. Cases determined to be a murder-suicide are not relevant. 	Identify documents that discuss mercy killings (euthanasia) either by direct or indirect (e.g. removal of life support) means. Relevant documents should discuss a specific incident and name the person killed. Letters to the editor are not relevant.	T
394	home schooling	A relevant document would contain any data on the education of children in a home environment (home schooling). Included could be data on where, by whom, community acceptance, and successes. Additional data on programs aiding the education of disadvantaged children in an away-from-school environment such as mobile vehicle classrooms would be considered as home schooling and are therefore relevant. 	A relevant document would contain any data on the education of children in a home environment (home schooling).  The education of disadvantaged children in an away-from-school environment, such as mobile vehicle classrooms, would be considered as home schooling, too. 	T
397	automobile recalls 	Identify documents that discuss the reasons for automobile recalls. A relevant document will specify major or minor reasons for automobile recalls by car manufacturers. Documents that discuss truck recalls are not relevant.	Relevant documents discuss the reasons for automobile and car, but not truck, recalls.	T
399	oceanographic vessels	Identify documents that discuss the activities or equipment of oceanographic vessels. Relevant documents will contain information on the activity of oceanographic vessels regardless of nationality. Such items as undersea mapping, monitoring global warming, marine environmental monitoring and the use of deep sea robots to search for sunken ships are relevant to oceanography activity. Also relevant are such actions as using the vessel for research and development of new equipment or exploring oceanic resources. Any reference to equipment in use aboard an oceanographic vessel is relevant. Documents that identify a vessel as a survey ship which is involved in oceanographic activity is also relevant. 	Relevant documents discuss the activities or equipment of oceanographic vessels. An oceanographic vessel is a ship or boat involved in the study of oceanography.  Wikipedia defines oceanography to be "the study of the physical and the biological aspects of the ocean."  	T
400	Amazon rain forest	What measures are being taken by local South American authorities to preserve the Amazon tropical rain forest? Relevant documents may identify: the official organizations, institutions, and individuals of the countries included in the Amazon rain forest; the measures being taken by them to preserve the rain forest; and indications of degrees of success in these endeavors.	Relevant documents discuss the measures are being taken by local South American authorities to preserve the Amazon tropical rain forest / rainforest.	T
404	Ireland, peace talks	How often were the peace talks in Ireland delayed or disrupted as a result of acts of violence? Any interruptions to the peace process not directly attributable to acts of violence are not relevant.	Relevant documents discuss how often the peace talks in Ireland were delayed or disrupted as a result of acts of violence.	T
408	tropical storms	What tropical storms (hurricanes and typhoons) have caused significant property damage and loss of life? The date of the storm, the area affected, and the extent of damage/casualties are all of interest. Documents that describe the damage caused by a tropical storm as "slight", "limited", or "small" are not relevant. 	Relevant documents name and describe the damage done by tropical storms (hurricanes and typhoons).  Descriptions of damage should contain details (date, area affected, casualties, and other measures of damage).	T
414	Cuba, sugar, exports 	How much sugar does Cuba export and which countries import it? A relevant document will provide information regarding Cuba's sugar trade. Sugar production statistics are not relevant unless exports are mentioned explicitly. 	Relevant documents discuss how much sugar does Cuba export and which countries import it.	T
416	Three Gorges Project	What is the ongoing status of The Three Gorges Project? A relevant document will provide the projected or actual date of completion of the project, its estimated or actual total cost, or the estimated or ongoing electrical output of the finished project. Discussions of the social, political, or ecological impact of the project are not relevant. 	Relevant documents discuss the ongoing status (for example: date of completion, cost, electrical output) of the Three Gorges Project (hydroelectric dam) in China.  The social, political, or ecological impact of the project are not relevant.	T
419	recycle, automobile tires	What new uses have been developed for old automobile tires as a means of tire recycling? A relevant document must show advantageous uses of recycled tires, such as: destructive distillation of scrap rubber for valuable chemicals, reef building for fish habitats, filler or binder in asphalt roadway mixes, and burning in a controlled environment for heat generation.	Relevant documents discuss the new uses that have been developed for old automobile tires as a means of tire recycling or reuse.	T
422	art, stolen, forged	What incidents have there been of stolen or forged art? Instances of stolen or forged art in any media are relevant. Stolen mass-produced things, even though they might be decorative, are not relevant (unless they are mass-produced art reproductions). Pirated software, music, movies, etc. are not relevant. 	Relevant documents discuss incidents of stolen or forged art (paintings, sculpture, etc. but not pirated software, music, movies).	T
423	Milosevic, Mirjana Markovic	Find references to Milosevic's wife, Mirjana Markovic. Any mention of the Serbian president's wife is relevant, even if she is not named. She may be referred to by her nickname, Mira. A general mention of his family, without specifying his wife, is not relevant. 	Find references to Slobodan Milosevic's wife, Mirjana Markovic. Any mention of the Serbian president's wife is relevant, even if she is not named. She may be referred to by her nickname, Mira. 	T
426	law enforcement, dogs	Provide information on the use of dogs worldwide for law enforcement purposes. Relevant items include specific information on the use of dogs during an operation. Training of dogs and their handlers are also relevant.	Relevant documents discuss the use of dogs worldwide for law enforcement purposes.	T
427	UV damage, eyes	Find documents that discuss the damage ultraviolet (UV) light from the sun can do to eyes. A relevant document will discuss diseases that result from exposure of the eyes to UV light, treatments for the damage, and/or education programs that help prevent damage. Documents discussing treatment methods for cataracts and ocular melanoma are relevant even when a specific cause is not mentioned. However, documents that discuss radiation damage from nuclear sources or lasers are not relevant. 	Relevant documents discuss the damage ultraviolet (UV) light from the sun can do to eyes.  Relevant topics include: diseases that result from exposure of the eyes to UV light, treatments for the damage, and/or education programs that help prevent damage. Documents discussing treatment methods for cataracts and ocular melanoma are relevant even when a specific cause is not mentioned. 	T
433	Greek, philosophy, stoicism	Is there contemporary interest in the Greek philosophy of stoicism? Actual references to the philosophy or philosophers, productions of Greek stoic plays, and new "stoic" artistic productions are all relevant. 	Relevant documents discuss the existence of contemporary interest in the Greek philosophy of stoicism.  Actual references to the philosophy or philosophers, productions of Greek stoic plays, and new "stoic" artistic productions are all relevant. 	T
435	curbing population growth	What measures have been taken worldwide and what countries have been effective in curbing population growth? A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant. 	Relevant documents discuss measures that have been taken to curb population growth.  A relevant document should describe an actual population control measure and its results.	T
436	railway accidents	What are the causes of railway accidents throughout the world? A relevant document provides data on railway accidents of any sort (i.e., locomotive, trolley, streetcar) where either the railroad system or the vehicle or pedestrian involved caused the accident. Documents that discuss railroading in general, new rail lines, new technology for safety, and safety and accident prevention are not relevant, unless an actual accident is described. 	Relevant documents discuss the causes of railway accidents throughout the world.  Railway accidents include locomotives, trolleys, streetcars, etc. where either the railway or another vehicle or person caused the accident.	T
439	inventions, scientific discoveries	What new inventions or scientific discoveries have been made? The word "new" in the description is defined as occurring in the 1990s. Documents that indicate a "recent" invention or scientific discovery are considered relevant. Discoveries made in astronomy or any scientific discoveries that are not patentable are not relevant.	Relevant documents discuss new inventions or scientific discoveries that have been made from 1990 to today.  Relevant discoveries are ones that are patentable or useful for business and not merely scientific.	T
442	heroic acts	Find accounts of selfless heroic acts by individuals or small groups for the benefit of others or a cause. Relevant documents will contain a description of specific acts. General statements concerning heroic acts are not relevant. 	Relevant documents contain specific accounts of selfless heroic acts by individuals or small groups for the benefit of others or a cause.  General statements about heroic acts are not relevant.	T
443	U.S., investment, Africa	What is the extent of U.S. (government and private) investment in sub-Saharan Africa? All references to U.S. Governmental and private assistance to sub-Saharan Africa are relevant. Documents discussing contributions by reason of U.S. membership in international aid organizations are also relevant.	Relevant documents discuss United States (government and private) investment in sub-Saharan Africa.  Also relevant are all references to U.S. government and private assistance, including via membership in aid organizations, to sub-Saharan Africa.	T
445	women clergy	What other countries besides the United States are considering or have approved women as clergy persons? To be relevant, a document must indicate either a country where a woman has been installed as clergy or a country that is considering such an installation. The clergy position must be as church pastor rather than some other church capacity (e.g., nun or choir member).	Relevant documents mention what other countries besides the United States are considering or have approved women as clergy persons (pastor, minister, priest, etc. are clergy, but for example, nuns and choir directors are not).	T
614	Flavr Savr tomato	Find information about the first genetically modified food product to go on the market, Flavr Savr (also Flavor Saver) Tomato developed by Calgene. Documents about genetically engineered food in general are not relevant; relevant documents must include specifics regarding the Flavr Savr tomato. 	Find documents about the first genetically modified food product to go on the market, Flavr Savr (also Flavor Saver) Tomato developed by Calgene	T
620	France nuclear testing 	How did France respond to protests against its nuclear testing in the South Pacific? A document containing information regarding any type of protest by any one is relevant as long as France's response is also included in the document.	Relevant documents discuss how France responded to protests against its nuclear testing in the South Pacific.	T
626	human stampede 	Find reports of human stampedes that have resulted in 20 or more deaths. Documents that mention people being killed by animal stampedes are not relevant. Relevant documents could mention human stampedes in any public place such as a sporting event, bar, restaurant or entertainment event.	Find reports of human stampedes that have resulted in 20 or more deaths.  Animal stampedes are not relevant.	T
646	food stamps increase	Find documents that discuss an increase in the number of people receiving food stamp benefits. Documents that discuss changes in the law allowing more eligible food stamp recipients are relevant. Documents that imply that a certain group of people, such as immigrants, will be eligible for food stamps are also relevant. 	In the United States, "food stamps" are means for the government to assist poor and low income people be able to afford food.  Relevant documents discuss increases in the number of people receiving food stamp benefits or changes in the law to allow more people to receive food stamp benefits.  	T
677	Leaning Tower of Pisa	What efforts have been made to stabilize the Leaning Tower of Pisa, and how successful have the efforts been? Relevant documents provide discussions of the current condition of the tower, describe reinforcement measures taken, and/or provide measurements reflecting change in the tower. 	Relevant documents provide discussions of what efforts have been made to stabilize the Leaning Tower of Pisa, and how successful the efforts have been.	T
690	college education advantage	Find documents which describe an advantage in hiring potential or increased income for graduates of U.S. colleges. Relevant documents cite some advantage of a college education for job opportunities. Documents citing better opportunities for non-college vocational-training is not relevant. 	Relevant documents cite some advantage of a United States college (university) education for job opportunities.  	T
